0,8190
0.1,8190
0.2,8190
0.30000000000000004,117
0.4,87
0.5,93
0.6,91
0.7,112
0.7999999999999999,8190
0.8999999999999999,1294
0.9999999999999999,8190
1.0999999999999999,82
1.2,79
1.3,85
1.4000000000000001,79
1.5000000000000002,39
1.6000000000000003,32
1.7000000000000004,27
1.8000000000000005,52
1.9000000000000006,95
2.0000000000000004,162
2.1000000000000005,238
2.2000000000000006,302
2.3000000000000007,248
2.400000000000001,164
2.500000000000001,94
2.600000000000001,60
2.700000000000001,47
2.800000000000001,71
2.9000000000000012,136
3.0000000000000013,201
3.1000000000000014,284
3.2000000000000015,358
3.3000000000000016,326
3.4000000000000017,226
3.5000000000000018,141
3.600000000000002,75
3.700000000000002,53
3.800000000000002,46
3.900000000000002,68
4.000000000000002,112
4.100000000000001,177
4.200000000000001,256
4.300000000000001,612
4.4,8190
4.5,8190
4.6,8190
4.699999999999999,8190
4.799999999999999,8190
4.899999999999999,1293
4.999999999999998,1287
5.099999999999998,1290
5.1999999999999975,1286
